fname,src,n
ROSCOE,B,3
ROSE,A,13
ROSE,B,12
ROSEANN,A,1
ROSEANN,B,1
ROSEANNE,A,1
ROSEANNE,B,1
ROSELLA,A,1
ROSELLA,B,1
ROSELYN,A,1
ROSELYN,B,1
ROSEMARIE,A,1
ROSEMARIE,B,2
ROSEMARY,A,2
ROSEMARY,B,2
ROSETTA,A,1
ROSETTA,B,1
ROSIA,A,1
ROSIA,B,1
ROSIE,A,2
ROSIE,B,2
ROSS,A,3
ROSS,B,3
ROTHA,A,2
ROTHA,B,1
ROTHIE,A,2
ROTHIE,B,2
ROWAN,A,1
ROWAN,B,1
ROWENA,A,1
ROWENA,B,1
ROXANE,B,1
ROXANN,A,1
ROXANN,B,1
ROXANNA,A,1
ROXANNA,B,1
ROXANNE,B,1
ROY,A,33
ROY,B,29
ROYAL,A,2
ROYAL,B,2
ROYCE,A,6
ROYCE,B,6
RUBY,A,33
RUBY,B,32
RUFORD,A,1
RUFORD,B,1
RUFUS,A,3
RUFUS,B,3
RUSH,A,1
RUSH,B,1
RUSHA,A,1
RUSHA,B,1
RUSS,A,1
RUSSELL,A,26
RUSSELL,B,28
RUTH,A,42
RUTH,B,37
RUTHIE,A,2
RUTHIE,B,2
RYAN,A,23
RYAN,B,21
RYLIE,A,1
RYLIE,B,1
RYLYNN,A,1
RYLYNN,B,1
S,A,2
S,B,2
SABRA,A,4
SABRA,B,4
SABRINA,A,7
SABRINA,B,7
SADIE,A,2
SADIE,B,1
SAHN,B,1
SALLIE,A,1
SALLIE,B,1
SALLY,A,10
SALLY,B,12
SALVADOR,B,1
SALVATORE,A,2
SALVATORE,B,1
SAM,A,7
SAM,B,6
SAMANTHA,A,21
SAMANTHA,B,21
SAMANTHE,A,1
SAMANTHE,B,1
SAMANTHIA,A,1
SAMANTHIA,B,1
SAMIA,B,1
SAMIR,B,1
SAMMIE,A,2
SAMMIE,B,2
SAMMY,A,4
SAMMY,B,4
SAMUEL,A,34
SAMUEL,B,41
SANDRA,A,78
SANDRA,B,81
SANDY,A,5
SANDY,B,4
SANFORD,A,3
SANFORD,B,1
SANJA,A,1
SANJA,B,1
SANNA,A,1
SANNA,B,1
SANTANA,A,1
SANTANA,B,1
SANUEL,B,1
SARA,A,22
SARA,B,23
SARA ELIZABETH,B,1
SARAH,A,53
SARAH,B,59
SASHA,A,1
SASHA,B,3
SASKIA,A,1
SASKIA,B,1
SATHER,B,1
SAUL,A,1
SAUL,B,1
SAVANAH,A,1
SAVANNA,A,1
SAVANNA,B,2
SAVANNAH,A,3
SAVANNAH,B,7
SAVIO,A,1
SAVIO,B,1
SAYRE,A,1
SAYRE,B,1
SCARLETT,A,1
SCARLETT,B,2
SCHELL,A,1
SCHELL,B,1
SCOT,A,1
SCOT,B,1
SCOTT,A,32
SCOTT,B,22
SCOTTIE,A,3
SCOTTIE,B,3
SCOTTY,A,5
SCOTTY,B,6
SEAN,A,4
SEAN,B,7
SEBREENA,B,1
SEBRINA,A,1
SEBRINA,B,1
SEGAL,A,1
SEGAL,B,1
SELENA,A,2
SELENA,B,1
SELINDA,A,1
SELINDA,B,1
SELMA,A,1
SENIA,A,1
SENIA,B,1
SERA,B,1
SERAFINA,A,1
SERENA,A,2
SERENA,B,2
SERINA,B,1
SETH,A,7
SETH,B,7
SEVANNA,B,1
SHAARONDA,A,2
SHAARONDA,B,2
SHAINA,B,1
SHANA,A,3
SHANA,B,2
SHANDA,A,1
SHANDRA,A,1
SHANE,A,12
SHANE,B,12
SHANNA,A,5
SHANNA,B,5
SHANNAH,A,1
SHANNAH,B,1
SHANNON,A,30
SHANNON,B,26
SHANTELL,A,1
SHAREEN,A,1
SHAREEN,B,1
SHARLA,A,1
SHARLA,B,1
SHARLEEN,A,2
SHARLEEN,B,2
SHAROLYN,A,1
SHAROLYN,B,1
SHARON,A,69
SHARON,B,67
SHARRON,A,1
SHARRON,B,1
SHARRYL,A,1
SHARRYL,B,1
SHARYN,A,1
SHARYN,B,1
SHASHONIA,A,1
SHASHONIA,B,1
SHASTA,A,1
SHASTA,B,1
SHAULA,A,1
SHAUN,A,1
SHAUN,B,1
SHAW,A,1
SHAWN,A,13
SHAWN,B,14
SHAWNA,A,1
SHAWNA,B,1
SHAYLEE,A,1
SHAYNA,A,1
SHEA,A,3
SHEA,B,3
SHEALEIGH,B,1
SHEENA,A,3
SHEENA,B,3
SHEHLA,A,1
SHEHLA,B,1
SHEILA,A,24
SHEILA,B,26
SHEILAH,A,1
SHEILAH,B,1
SHELAH,A,1
SHELAH,B,1
SHELBA,A,3
SHELBA,B,3
SHELBY,A,20
SHELBY,B,19
SHELDA,A,1
SHELDA,B,1
SHELDON,A,1
SHELDON,B,1
SHELIA,A,3
SHELIA,B,3
SHELLA,A,1
SHELLA,B,1
SHELLEY,A,6
SHELLEY,B,4
SHELLIE,A,1
SHELLIE,B,1
SHELLY,A,7
SHELLY,B,6
SHENTELL,A,1
SHENTELL,B,1
SHERAN,A,1
SHERAN,B,1
SHEREA',A,1
SHEREA',B,1
SHERIE,A,1
SHERIE,B,1
SHERILL,A,1
SHERILL,B,1
SHERLY,B,1
SHERMAN,A,2
SHERMAN,B,3
SHERON,A,1
SHERON,B,1
SHERRI,A,7
SHERRI,B,6
SHERRIE,A,4
SHERRIE,B,4
SHERRILL,A,2
SHERRILL,B,1
SHERRY,A,33
SHERRY,B,29
SHERWOOD,A,1
SHERWOOD,B,1
SHERYL,A,3
SHERYL,B,2
SHEVIA,A,1
SHEVIA,B,1
SHIELA,A,1
SHIELA,B,2
SHIRL,A,2
SHIRL,B,1
SHIRLEEN,A,1
SHIRLEEN,B,1
SHIRLEY,A,45
SHIRLEY,B,44
SHIRLYN,A,1
SHIRLYN,B,1
SHIRREL,A,1
SHIRREL,B,1
SHONDA,A,1
SHONTE,B,1
SHOSHANNA,B,1
SHOSHONIA,A,1
SHOSHONIA,B,1
SHYANN,B,1
SHYANNA,A,1
SHYANNA,B,1
SIDNEY,A,5
SIDNEY,B,5
SIERA,B,1
SIERRA,A,1
SIERRA,B,2
SILAS,A,3
SILAS,B,2
SILVER,A,1
SILVIA,B,1
SIMONE,A,1
SIMONE,B,1
SINNA,A,1
SIXTON,A,1
SIXTON,B,1
SKYLAR,B,1
SKYLER,A,2
SKYLER,B,3
SOHPIA,B,1
SOMER,A,2
SOMER,B,1
SOMMER,A,2
SOMMER,B,1
SONDRA,A,5
SONDRA,B,6
SONJA,A,5
SONJA,B,4
SONNY,A,1
SONNY,B,1
SONYA,A,9
SONYA,B,12
SOPHIA,A,1
SOYNA,A,1
SPENCER,A,6
SPENCER,B,5
STACEY,A,9
STACEY,B,9
STACI,A,3
STACI,B,3
STACIE,A,5
STACIE,B,7
STACY,A,9
STACY,B,9
STAN,A,1
STANCIL,A,1
STANCIL,B,1
STANFORD,A,2
STANFORD,B,1
STANLEY,A,26
STANLEY,B,22
STANTON,A,1
STANTON,B,1
STARLA,A,1
STARLA,B,1
STARLAN,A,2
STARLAN,B,2
STARLI,A,1
STARLI,B,1
STEFAN,A,1
STEFAN,B,1
STELLA,A,6
STELLA,B,4
STEN,A,1
STEN,B,1
STEPHANIE,A,29
STEPHANIE,B,33
STEPHEN,A,43
STEPHEN,B,45
STEPHON,A,1
STEPHON,B,1
STEPHYNIA,A,1
STEPHYNIA,B,2
STERGIAL,A,1
STERGIAL,B,1
STERLING,A,1
STEVE,A,20
STEVE,B,17
STEVEN,A,45
STEVEN,B,50
STEVIE,B,2
STEWART,A,5
STEWART,B,3
STOKES,A,1
STOKES,B,1
STORMMIE,B,1
STORMY,A,1
STORMY,B,1
STUART,A,5
STUART,B,5
SUANNE,B,1
SUE,A,7
SUE,B,6
SUEHONOR,B,1
SUEL,B,1
SUELLEN,B,1
SUESIE,A,1
SUESIE,B,1
SUMMER,A,3
SUMMER,B,6
SUNDI,A,1
SUNDI,B,1
SUNNY,A,2
SUNNY,B,1
SUSAN,A,81
SUSAN,B,80
SUSANA,A,1
SUSIE,A,3
SUSIE,B,2
SUSSIE,A,1
SUSSIE,B,1
SUVANNAH,A,1
SUZANNA,A,1
SUZANNA,B,1
SUZANNE,A,5
SUZANNE,B,5
SUZETTE,A,2
SUZETTE,B,2
SYBIL,A,2
SYBIL,B,2
SYDNEY,A,2
SYDNEY,B,4
SYLVESTER,A,1
SYLVESTER,B,1
SYLVIA,A,16
SYLVIA,B,14
SYMATHA,B,1
T,A,1
T,B,1
TABATHA,A,2
TABATHA,B,1
TABBATHA,A,1
TABBATHA,B,1
TABETHA,A,2
TABETHA,B,1
TABITHA,A,6
TABITHA,B,4
TADJ,A,1
TAL,A,1
TAL,B,1
TALLIE,A,1
TALMADGE,A,1
TAMAR,B,1
TAMARA,A,7
TAMARA,B,9
TAMATHA,B,1
TAMBARA,A,1
TAMBARA,B,1
TAMBRA,A,1
TAMELA,A,1
TAMELA,B,2
TAMERA,A,4
TAMERA,B,1
TAMI,A,1
TAMI,B,1
TAMMEY,A,1
TAMMEY,B,1
TAMMI,A,1
TAMMI,B,2
TAMMIE,A,1
TAMMIE,B,2
TAMMY,A,62
TAMMY,B,61
TAMMYMAE,A,1
TANGERINE,A,1
TANGI,A,2
TANGI,B,1
TANIS,A,1
TANIS,B,1
TANJA,A,1
TANJA,B,1
TANNA,A,1
TANNA,B,1
TANNER,A,1
TANNER,B,3
TANYA,A,6
TANYA,B,6
TARA,A,5
TARA,B,7
TARO,B,1
TARRELL,A,1
TARRELL,B,1
TASHA,A,1
TASHA,B,1
TASHEENA,A,1
TASHEENA,B,1
TATE,A,1
TATE,B,1
TATIANA,A,1
TATIANA,B,1
TAUBE,B,1
TAWANA,A,1
TAWANA,B,1
TAWN,A,1
TAWN,B,1
TAYLOR,A,14
TAYLOR,B,20
TAYOLR,A,1
TEAD,A,1
TEAD,B,1
TEAH,A,1
TEAH,B,1
TED,A,15
TED,B,14
TEDDY,A,6
TEDDY,B,7
TEELIA,A,1
TEELIA,B,1
TEENA,A,1
TEENA,B,1
TELENA,B,1
TELINA,A,1
TELINA,B,1
TENISHA,A,1
TENISHA,B,1
TENNIE,A,1
TENNIE,B,1
TEQUILA,A,1
TEQUILA,B,1
TERENCE,A,1
TERENCE,B,1
TERESA,A,55
TERESA,B,53
TERESSA,A,2
TERESSA,B,2
TERRA,A,1
TERRA,B,1
TERRANCE,B,1
TERRELL,A,4
TERRELL,B,4
TERRENCE,A,3
TERRENCE,B,3
TERRI,A,8
TERRI,B,4
TERRICA,B,1
TERRY,A,41
TERRY,B,39
TERY,B,1
TESSA,B,1
TESSIE,A,1
TESSIE,B,1
THAD,A,1
THAD,B,1
THAMARA,A,1
THANNA,A,1
THANNA,B,1
THEA,A,1
THELMA,A,20
THELMA,B,18
THELTON,A,1
THEODORA,B,1
THEODORE,A,5
THEODORE,B,5
THERESA,A,13
THERESA,B,18
THERESE,B,1
THERLENE,A,1
THERLENE,B,1
THOMAS,A,127
THOMAS,B,108
THOME,A,1
THULA,A,2
THULA,B,2
THURLENE,A,1
THURLINE,B,1
THURMA,A,1
THURMA,B,1
THURMAN,A,4
THURMAN,B,4
THURSTON,A,1
THURSTON,B,1
TIADRA,B,1
TIANA,B,1
TICIE,A,1
TICIE,B,1
TIFFANY,A,15
TIFFANY,B,19
TIFFIANI,B,1
TILDA,A,1
TILDEN,A,1
TILMAN,A,1
TILMAN,B,1
TIM,A,8
TIM,B,4
TIMMY,A,2
TIMMY,B,1
TIMOTHY,A,70
TIMOTHY,B,72
TINA,A,18
TINA,B,15
TIPHANY,A,1
TIPHANY,B,1
TITUS,A,1
TITUS,B,1
TOBIN,A,1
TOBIN,B,1
TOBY,A,1
TOBY,B,1
TODD,A,12
TODD,B,15
TOLLIE,B,1
TOM,A,6
TOM,B,4
TOMMIE,A,4
TOMMIE,B,4
TOMMY,A,24
TOMMY,B,24
TOMMYJON,A,1
TOMMYJON,B,1
TONA,A,1
TONDA,A,2
TONEY,A,1
TONEY,B,1
TONI,A,2
TONI,B,4
TONIA,A,4
TONIA,B,5
TONY,A,24
TONY,B,25
TONYA,A,26
TONYA,B,20
TOSHA,A,1
TOSHA,B,1
TOYEE,A,1
TOYEE,B,1
TRACEY,A,1
TRACEY,B,1
TRACI,A,2
TRACI,B,2
TRACIE,A,3
TRACIE,B,4
TRACY,A,24
TRACY,B,23
TRAVIS,A,15
TRAVIS,B,16
TRAYA,A,1
TRAYA,B,1
TRE,A,1
TRE,B,1
TREIS,B,1
TRENA,A,3
TRENA,B,3
TRENT,B,1
TRENTON,A,3
TRENTON,B,3
TRESSA,A,3
TRESSA,B,3
TRESSIA,A,1
TRESSIA,B,1
TREVA,A,2
TREVA,B,2
TREVOR,A,1
TREVOR,B,4
TREY,A,1
TREY,B,2
TRIA,A,1
TRIA,B,1
TRISHA,A,1
TRISHA,B,1
TRISTAN,B,3
TRISTIAN,B,1
TRIXANNA,A,1
TRIXANNA,B,1
TROY,A,11
TROY,B,11
TRUDEE,A,1
TRUDY,A,1
TRUDY,B,1
TRUE,A,1
TRUE,B,1
TRULA,A,4
TRULA,B,4
TRULEY,A,1
TRULEY,B,1
TRULY,B,1
TRUMAN,A,1
TRUMAN,B,1
TUCKER,A,2
TUCKER,B,2
TURNER,A,1
TURNER,B,1
TYLER,A,9
TYLER,B,14
TYRA,A,1
TYRINA,A,1
TYRINA,B,1
TYRONE,B,1
U,A,1
U,B,1
ULES,A,1
ULES,B,1
ULRIKE,A,1
ULRIKE,B,1
UNA,A,3
UNA,B,2
UNIEDA,A,1
UNIEDA,B,1
URSULA,A,1
URSULA,B,1
USHA,A,1
USHA,B,1
V,A,2
V,B,2
VADA,A,2
VADA,B,2
VADIA,A,1
VADIA,B,1
VADITH,A,1
VADITH,B,1
VALENCIA,A,1
VALENCIA,B,1
VALERIE,A,9
VALERIE,B,9
VALORIE,A,1
VALORIE,B,1
VAN,A,1
VAN,B,1
VANCE,A,5
VANCE,B,4
VANESSA,A,8
VANESSA,B,13
VANETTE,A,1
VANETTE,B,1
VARINA,B,1
VAUGHN,A,2
VAUGHN,B,2
VAUGHTIE,A,3
VAUGHTIE,B,3
VEARL,A,1
VEARL,B,1
VELDA,A,1
VELDA,B,1
VELEDIA,B,1
VELENA,A,1
VELENA,B,1
VELMA,A,2
VELMA,B,1
VELVA,A,2
VELVA,B,1
VENA,A,1
VENA,B,1
VENETA,A,1
VENETA,B,1
VENIAMIN,A,1
VENIAMIN,B,1
VENICE,A,1
VENICE,B,1
VENITA,A,4
VENITA,B,4
VERA,A,6
VERA,B,4
VERGIE,A,1
VERLAND,A,1
VERLAND,B,1
VERLIN,A,1
VERLINA,A,1
VERLINE,B,1
VERLON,A,1
VERLYN,A,1
VERN,A,2
VERN,B,2
VERNE,A,1
VERNE,B,1
VERNELL,A,1
VERNELL,B,1
VERNIS,A,1
VERNIS,B,1
VERNON,A,13
VERNON,B,8
VERONICA,A,7
VERONICA,B,7
VERONICE,A,1
VERONICE,B,1
VERZELLA,A,1
VESTA,A,1
VESTA,B,1
VESTER,A,1
VESTER,B,1
VESTI,A,1
VESTI,B,1
VHONDA,A,1
VHONDA,B,1
VICKEY,A,1
VICKEY,B,1
VICKI,A,11
VICKI,B,13
VICKIA,A,1
VICKIE,A,19
VICKIE,B,20
VICKY,A,3
VICKY,B,4
VICTOR,A,10
VICTOR,B,9
VICTORIA,A,14
VICTORIA,B,23
VIDA,A,1
VIKI,A,1
VIKI,B,1
VILAS,A,1
VILAS,B,1
VIMARY,B,1
VINCENT,A,6
VINCENT,B,7
VINITA,A,2
VINITA,B,1
VINNA,A,1
VINNA,B,1
VIOLA,A,7
VIOLA,B,7
VIOLET,A,12
VIOLET,B,12
VIRGIL,A,2
VIRGIL,B,1
VIRGINA,A,1
VIRGINIA,A,33
VIRGINIA,B,28
VIVALINE,A,1
VIVIAN,A,6
VIVIAN,B,5
VIVIANNE,A,1
VIVIANNE,B,1
VOLA,A,1
VONNO,A,1
VONNO,B,1
VRIESYDA,A,1
VYRON,A,1
VYRON,B,1
W,A,3
W,B,3
WADE,A,20
WADE,B,17
WALLACE,A,4
WALLACE,B,4
WALTER,A,22
WALTER,B,19
WANDA,A,58
WANDA,B,54
WARD,A,7
WARD,B,7
WARNER,A,2
WARNER,B,1
WARREN,A,10
WARREN,B,7
WASEEM,A,1
WASEEM,B,1
WATES,A,1
WATES,B,1
WATSON,A,1
WATSON,B,1
WAYLON,A,2
WAYLON,B,2
WAYMAN,A,1
WAYMAN,B,1
WAYNE,A,23
WAYNE,B,20
WELCH,A,1
WELCH,B,1
WELDON,A,2
WELDON,B,2
WELZIE,A,4
WELZIE,B,3
WENDEE,A,1
WENDEE,B,1
WENDELL,A,2
WENDELL,B,2
WENDI,A,1
WENDI,B,2
WENDY,A,16
WENDY,B,18
WERNER,B,1
WESLEY,A,8
WESLEY,B,6
WESTON,B,2
WHITLEY,A,2
WHITLEY,B,3
WHITNEY,A,8
WHITNEY,B,13
WIECHER,B,1
WILBURN,A,1
WILBURN,B,1
WILDA,A,1
WILDA,B,1
WILFORD,A,1
WILFORD,B,1
WILFRED,A,2
WILFRED,B,2
WILFREDO,B,1
WILHELMINA,A,1
WILHELMINA,B,1
WILKIE,A,2
WILL,A,1
WILL,B,1
WILL A MAE,A,1
WILL A MAE,B,1
WILLA,A,2
WILLA,B,3
WILLANNE,A,1
WILLANNE,B,1
WILLARD,A,6
WILLARD,B,5
WILLFRED,A,1
WILLFRED,B,1
WILLIAM,A,242
WILLIAM,B,236
WILLIE,A,21
WILLIE,B,16
WILLIS,A,4
WILLIS,B,4
WILLORE,B,1
WILLOREE,A,4
WILLOREE,B,3
WILMA,A,22
WILMA,B,21
WILSON,A,3
WILSON,B,2
WINDOL,A,1
WINDOL,B,1
WINDY,A,1
WINDY,B,1
WINFIELD,A,1
WINFIELD,B,1
WINFRED,A,1
WINFRED,B,1
WINIFRED,A,1
WINIFRED,B,1
WINNIE,A,4
WINNIE,B,3
WINSTON,A,1
WOODROW,A,4
WOODROW,B,1
WOODY,A,1
WOODY,B,1
WORTH,A,3
WORTH,B,3
WRIS,A,1
WRIS,B,1
WULFRANO,A,1
WULFRANO,B,1
WYATT,A,1
WYATT,B,1
WYLIE,A,1
WYLIE,B,1
WYMAN,A,2
WYMAN,B,2
XAVIER,A,1
XAVIER,B,1
YAFFA,A,1
YAFFA,B,1
YANCEY,A,1
YANCEY,B,1
YANNI,B,1
YEHUDIT,A,1
YEVONNE,A,1
YEVONNE,B,1
YING,A,1
YING,B,1
YOLANDA,A,1
YOLANDA,B,3
YOUNG,A,1
YVES,B,1
YVETTE,A,1
YVETTE,B,1
YVONNE,A,12
YVONNE,B,14
ZACH,A,1
ZACHARIAH,A,1
ZACHARIAH,B,1
ZACHARY,A,15
ZACHARY,B,15
ZACHERIAH,B,1
ZACHERY,B,1
ZACKIE,A,1
ZACKIE,B,1
ZACKRY,A,1
ZACKRY,B,1
ZEB,A,1
ZEB,B,1
ZEBULON,A,1
ZEBULON,B,2
ZEBULUN,B,1
ZEKE,A,1
ZELIA,A,1
ZELMA,A,1
ZELMA,B,1
ZENAS,A,1
ZENAS,B,1
ZENEBIA,A,1
ZENEBIA,B,1
ZENUS,A,1
ZENUS,B,1
ZETTA,A,2
ZETTA,B,2
ZOE,A,1
ZOE,B,1
ZOLA,A,1
ZOLA,B,1
ZONA,A,2
ZONA,B,2
ZORA,A,1
ZULA,A,3
ZULA,B,2
ZULENE,A,1
ZULENE,B,1
ZVI,B,1
ZYNDALL,A,1
ZYNDALL,B,1
