lname,src,n
PASSMORE,A,2
PASSMORE,B,2
PATE,A,57
PATE,B,51
PATON,A,1
PATON,B,1
PATRICK,A,1
PATRICK,B,1
PATTERSON,A,6
PATTERSON,B,6
PATTON,A,10
PATTON,B,9
PAUL,A,5
PAUL,B,1
PAULEY,A,10
PAULEY,B,10
PAULIN,A,2
PAULIN,B,2
PAULSEN,A,1
PAYNE,A,5
PAYNE,B,4
PEACOCK,A,1
PEACOCK,B,1
PEAK,A,1
PEAK,B,2
PEAKE,A,1
PEAKE,B,1
PEARSON,A,1
PEARSON,B,2
PEAVY,A,1
PEAVY,B,1
PECK,B,1
PEDROZA,A,1
PEDROZA,B,1
PEEK,A,5
PEEK,B,4
PEELER,A,2
PEELER,B,2
PELFREY,A,1
PELLEGROM,B,1
PELLETT,A,1
PELTON,A,2
PELTON,B,2
PEMBROKE,A,1
PENA,A,1
PENA,B,1
PENDLEY,A,5
PENDLEY,B,9
PENIX,A,1
PENIX,B,1
PENLAND,A,71
PENLAND,B,71
PENLAND BANKS,B,1
PENLEY,A,4
PENLEY,B,4
PENNEL,A,1
PENNEL,B,1
PENNER,A,5
PENNER,B,4
PEOPLES,B,1
PEPP,A,2
PEPP,B,1
PEPPERS,A,2
PEPPERS,B,2
PEREZ,A,1
PEREZ,B,1
PEREZ-SCHUPP,B,1
PERGL,A,2
PERGL,B,2
PERINI,A,1
PERINI,B,1
PERKINS,A,3
PERRIN,A,4
PERRIN,B,4
PERRY,A,4
PERRY,B,3
PERTEE,A,2
PERTEE,B,2
PERTILLER,A,3
PERTILLER,B,1
PERVIS,A,1
PETERS,A,3
PETERS,B,3
PETERSON,A,175
PETERSON,B,165
PETERSON BANKS,A,1
PETERSON BANKS,B,1
PETITPREN,A,1
PETITPREN,B,1
PETRICH,A,1
PETRICH,B,1
PETRIE,A,2
PETRIE,B,3
PETTIGREW,A,1
PETTIGVEW,A,1
PETTY,A,1
PETTY,B,1
PEVERALL,A,2
PEVERALL,B,4
PHETTEPLACE,A,1
PHETTEPLACE,B,1
PHILIPS,A,2
PHILIPS,B,2
PHILLIP,A,1
PHILLIPS,A,123
PHILLIPS,B,117
PHIPPS,A,2
PHIPPS,B,3
PICARDI,A,1
PICARDI,B,1
PICHARDO,A,1
PICHARDO,B,1
PICKERING,A,1
PIEPENBRINK,A,1
PIEPER,A,1
PIEPER,B,1
PIERCE,A,2
PIERCE,B,2
PIKE,B,1
PINDER,A,1
PINDER,B,1
PINKERTON,A,1
PINKERTON,B,1
PINTO,A,1
PINTO,B,1
PIPER,A,2
PIPER,B,2
PIPES,A,2
PIPES,B,2
PIPPINS,A,2
PIPPINS,B,2
PISCITELLI,A,1
PISCITELLI,B,1
PITMAN,A,16
PITMAN,B,12
PITNER,B,1
PITTMAN,A,26
PITTMAN,B,24
PITTS,A,1
PLEMMONS,B,1
PLEMONS,A,1
PLEMONS,B,4
PLETZ,B,1
PLUMMER,A,1
PLUMMER,B,3
PLUTA,A,1
PLYLER,A,2
PODLEWSKI,A,1
POE,A,2
POETTER,B,2
POGALZ,B,2
POLASKY,A,1
POLGAR,A,1
POLGAR,B,2
POLING,A,2
POLING,B,2
POLK,A,1
POLK,B,1
POLKINHORN,A,2
POLLACK,A,1
POLTROCK,A,2
POLTROCK,B,2
POLZIEN,A,2
PONDER,A,25
PONDER,B,22
PONSETTI,A,1
PONSETTI,B,1
PONTORNO,A,1
PONTORNO,B,1
POOLE,A,2
POOLE,B,2
POOLE-FRANK,A,1
POOLE-FRANK,B,1
POPE,A,5
POPE,B,8
POPLIN,A,2
POPLIN,B,1
POPPELIERS,A,2
POPPELIERS,B,2
PORE,A,1
PORSHIA,B,2
PORTER,A,6
PORTER,B,7
PORTO,A,2
PORTO,B,2
POSEY,A,1
POSEY,B,1
POSS,A,2
POSS,B,2
POST,A,1
POST,B,2
POSTLETHWAITE,A,1
POSTLETHWAITE,B,1
POSTON,B,1
POTEAT,A,1
POTEAT,B,1
POTTS,B,1
POWELL,A,14
POWELL,B,11
POWER,A,3
POWERS,A,5
POWERS,B,4
POWSER,B,1
PRATER,B,1
PRATT,A,2
PRATT,B,2
PRAYTOR,A,1
PRAYTOR,B,1
PRED,A,1
PRED,B,1
PREGARTNER,B,2
PREISS,A,2
PREISS,B,1
PRESCOTT,A,1
PRESCOTT,B,1
PRESNELL,A,48
PRESNELL,B,46
PRESSLEY,A,4
PRESSLEY,B,3
PRESTON,A,2
PRESTON,B,2
PRICE,A,6
PRICE,B,3
PRIDE,A,2
PRIESMEYER,A,1
PRIEST,A,1
PRIEST,B,1
PRILLHART,B,1
PRINCE,A,2
PRINCE,B,1
PRISK,B,1
PRITCHARD,A,9
PRITCHARD,B,8
PROCTOR,A,3
PROCTOR,B,1
PROFFITT,A,39
PROFFITT,B,32
PROFITA,A,1
PROFITA,B,1
PRUITT,A,4
PRUITT,B,3
PRYOR,B,3
PTAK,B,2
PUEBLA,A,1
PUFFER,A,1
PULVER,A,4
PULVER,B,4
PUNCH,A,3
PUNCH,B,3
PURIFOY,B,1
PURSER,A,1
PURSER,B,1
PUSATERI,B,1
PUTNAM,A,1
PUTNAM,B,1
PYLE,A,1
PYLE,B,1
QUEEN,A,2
QUEEN,B,3
QUESADA,B,1
QUILLEN,B,1
QUINLAN,A,1
QUINN,A,1
QUINN,B,1
QUINTANA,A,1
QUINTERO,A,2
QUINTERO,B,3
QUINTON,A,1
QUIRK,A,2
QUIRK,B,2
RABEK,A,2
RABEK,B,1
RACE,A,2
RACE,B,2
RADFORD,A,3
RADFORD,B,3
RADOCHONSKI,A,1
RAGIN,A,1
RAGIN,B,1
RAGLAND,A,1
RAHLE,A,1
RAHLE,B,1
RAHN,A,1
RAHN,B,2
RAICHLE,A,2
RAICHLE,B,2
RAINES,A,1
RAINES,B,3
RAINES-HARDING,A,1
RAINEY,A,1
RAINEY,B,2
RALEIGH,A,1
RALEIGH,B,1
RAMEY,A,5
RAMEY,B,5
RAMIREZ,A,2
RAMIREZ,B,2
RAMOS,A,2
RAMOS,B,2
RAMOS- S BELAVAL,A,1
RAMOS- S BELAVAL,B,1
RAMSEY,A,29
RAMSEY,B,24
RANDALL,A,2
RANDALL,B,5
RANDLES,A,1
RANDLES,B,1
RANDOLPH,A,65
RANDOLPH,B,65
RANKIN,A,1
RANKIN,B,3
RANOSTAJ,B,2
RARDAIN,A,2
RARDAIN,B,2
RASH,A,1
RASH,B,1
RASKIN,A,2
RASKIN,B,2
RATHBONE,A,12
RATHBONE,B,11
RATHBURN,A,16
RATHBURN,B,19
RATHS,A,1
RATHS,B,1
RATLIFF,A,3
RATLIFF,B,3
RAUZI,B,1
RAY,A,152
RAY,B,143
RAYE,A,5
RAYE,B,2
RAYFIELD,A,1
RAYFIELD,B,1
RAYGOZA,B,1
RAYMER,A,1
RAYMER,B,1
RAYNSFORD,B,2
READY,A,1
READY,B,1
REAGAN,B,2
REAM,A,1
REAM,B,1
REATH,A,3
REATH,B,2
REATO-STAMEY,A,1
REATO-STAMEY,B,1
REBELLO,A,1
REBELLO,B,1
RED LEAF,A,1
RED LEAF,B,1
REDDEN,A,2
REDDEN,B,3
REDFERING,A,1
REDFERING,B,1
REDMAN,A,1
REDMAN,B,1
REDMON,B,1
REECER,A,5
REECER,B,5
REED,A,2
REED,B,3
REEP,B,1
REESE,A,2
REESE,B,2
REEVES,A,6
REEVES,B,7
REHFIELD,A,1
REHFIELD,B,1
REID,A,5
REID,B,5
REIF,A,2
REIF,B,2
REIN,A,2
REIN,B,2
REINHARDT,A,1
REINHARDT,B,1
REMOTIGUE,B,1
REMY,A,1
REMY,B,1
RENALDO,A,1
RENALDO,B,1
RENEGAR,A,2
RENEGAR,B,1
RENFRO,A,79
RENFRO,B,81
RENFROE,A,1
RENO,A,2
RENO,B,2
REPOLEY,A,1
REPOLEY,B,1
RESCIGNO,A,1
RESTALL,A,2
RESTALL,B,2
REYES,A,1
REYES,B,1
REYNOLDS,A,9
REYNOLDS,B,10
RHEA,A,1
RHEINBOLT,A,1
RHIANNON,A,1
RHIANNON,B,1
RHINEHART,A,1
RHINEHART,B,1
RHODEN,A,2
RHODEN,B,1
RHODES,A,6
RHODES,B,5
RHUDY,B,2
RHYNER,A,1
RICE,A,8
RICE,B,9
RICH,A,6
RICH,B,1
RICHARD,A,2
RICHARD,B,2
RICHARDS,A,6
RICHARDS,B,5
RICHARDSON,A,11
RICHARDSON,B,10
RICHTER,A,1
RICHTER,B,1
RICKER,A,1
RICKER,B,1
RICKERT,A,1
RICKERT,B,1
RICKEY,B,2
RICKMAN,A,2
RICKMAN,B,3
RIDDLE,A,120
RIDDLE,B,119
RIDGEWAY,A,1
RIDGEWAY,B,1
RIDLEY,B,1
RIEHM,A,3
RIEHM,B,4
RIESNER,A,1
RIGGS,B,1
RILEY,A,1
RILEY,B,1
RINGLER,A,3
RINGLER,B,2
RINGO,A,1
RINGO,B,1
RIOLLANO,A,1
RIOLLANO,B,1
RISER,A,2
RISLEY,A,1
RISLEY,B,1
RISLEY-EVANS,A,1
RISLEY-EVANS,B,1
RISS,B,1
RITCHIE,B,2
RIVENBARK,A,1
RIVERS,A,1
RIVERS,B,1
RIZZUTO,B,1
ROARK,B,1
ROBBERTS,A,1
ROBBERTS,B,1
ROBBINS,A,1
ROBBINS,B,3
ROBERSON,A,1
ROBERSON,B,1
ROBERT,A,1
ROBERTS,A,15
ROBERTS,B,21
ROBERTSON,A,32
ROBERTSON,B,25
ROBINSON,A,347
ROBINSON,B,334
ROBINSON-WATERS,B,1
ROBISON,A,3
ROBISON,B,3
ROCHA,A,2
ROCHA,B,2
ROCKINGBEAR,A,1
ROCKINGBEAR,B,1
RODDY,A,1
RODDY,B,1
RODGERS,A,1
RODGERS,B,1
RODRIGUEZ,A,3
RODRIGUEZ,B,3
RODULFO,A,1
RODULFO,B,3
ROE,A,1
ROEDER,A,1
ROGERS,A,14
ROGERS,B,16
ROGGE,A,1
ROHL,A,2
ROHL,B,2
ROHRBAUGH,B,1
ROHWEDER,A,2
ROHWEDER,B,2
ROLAND,A,13
ROLAND,B,12
ROLDAN,B,1
ROLETT,A,2
ROLETT,B,2
ROLLINS,A,1
ROMERO,B,2
RONEMUS,A,1
ROOT,A,2
ROOT,B,2
ROPER,A,4
ROPER,B,3
ROSA,B,1
ROSALES,A,1
ROSE,A,11
ROSE,B,13
ROSENBERGER,A,1
ROSENBERGER,B,1
ROSENTHAL,B,1
ROSPLOCK,A,1
ROSPLOCK,B,1
ROSS,B,4
ROSSETER,A,1
ROSSETER,B,2
ROSSI,A,2
ROSSI,B,2
ROTE,A,1
ROTE,B,2
ROTH,A,4
ROTH,B,3
ROTH-SKINNER,A,1
ROTHE,A,1
ROTHE-SKINNER,A,1
ROTHE-SKINNER,B,1
ROTHOUSE,A,2
ROTHOUSE,B,2
ROTZOLL,A,1
ROUNTREE,A,3
ROUNTREE,B,5
ROUSH,A,1
ROUSH,B,1
ROUSSEAU,A,2
ROUSSEAU,B,2
ROWE,A,6
ROWE,B,5
ROWLAN,B,1
ROWLAND,A,3
ROWLAND,B,2
ROY,A,2
ROY,B,3
ROYAL,B,1
ROYEN,A,2
ROYEN,B,2
ROZELLE,A,2
ROZELLE,B,2
ROZMUS,A,2
ROZMUS,B,2
RUARK,A,2
RUARK,B,1
RUBIACO,B,2
RUDASILL,B,1
RUDICIL,A,1
RUDOLPH,A,2
RUDOLPH,B,2
RUDY,A,1
RUDY,B,1
RUEBELING,A,2
RUEBELING,B,2
RUECKER,A,1
RUECKER,B,2
RUEGG,A,1
RUEGG,B,1
RULE,B,2
RUNYON,A,2
RUNYON,B,1
RUSH,A,1
RUSH,B,1
RUSSELL,A,6
RUSSELL,B,3
RUSSELLO,A,2
RUSSELLO,B,1
RUSSOM,A,1
RUSSOM,B,1
RUTAN,B,1
RUTH,A,1
RUTHERFORD,A,2
RUTHERFORD,B,4
RUTKOWSKI,A,2
RUTKOWSKI,B,2
RUTKOWSKY,A,3
RUTKOWSKY,B,3
RYALL,A,2
RYAN,A,9
RYAN,B,6
RYDER,A,3
RYDER,B,3
RYMER,A,1
RYMER,B,1
RYON,A,1
RYON,B,1
SABATO,A,2
SABATO,B,2
SABRI,A,1
SABRI,B,2
SAIN,A,1
SAIN,B,1
SALLEY,A,1
SALLEY,B,1
SAMEL,A,2
SAMPSON,A,4
SAMPSON,B,2
SAMS,A,4
SAMS,B,2
SAMUEL,A,1
SAMUEL,B,1
SANCHEZ,A,2
SANCHEZ,B,3
SANCHEZ-VICENTE,A,1
SANCHEZ-VICENTE,B,1
SANCHEZ FABIAN,B,1
SANCHEZ LOPEZ,A,1
SANCHEZ LOPEZ,B,1
SAND,A,2
SAND,B,2
SANDERS,B,2
SANDLIN,A,1
SANDLIN,B,1
SANDS,A,2
SANDS,B,2
SANFORD,B,1
SANTORO,B,1
SANTOYO,A,1
SANTOYO,B,1
SAPP,A,2
SAPP,B,2
SASEK,B,2
SASSER,A,2
SASSER,B,1
SAULS,B,1
SAULSBURY,B,1
SAUNDERS,A,1
SAUNDERS,B,1
SAVAGE,A,3
SAVAGE,B,4
SAVARD,A,2
SAVARD,B,2
SAXTON,A,1
SAYLES,A,1
SAYLES,B,2
SCARBOROUGH,A,2
SCARBOROUGH,B,2
SCARBROUGH,A,1
SCARBROUGH,B,2
SCARIOT,A,1
SCARR,A,1
SCARR,B,1
SCHANDER,B,1
SCHANEBERGER,B,2
SCHARF,A,2
SCHARF,B,2
SCHAROLD,A,3
SCHAROLD,B,3
SCHEAFFER,B,1
SCHECKEL,A,1
SCHECKEL,B,1
SCHEFFLER,A,1
SCHEFFLER,B,1
SCHELL,B,1
SCHESTAG,A,2
SCHESTAG,B,2
SCHIESSLE,A,1
SCHIESSLE,B,1
SCHIFFHAUER,B,1
SCHILLER,A,1
SCHILLER,B,1
SCHILLING,B,1
SCHLAGER,A,1
SCHLAGER,B,1
SCHMIDT,A,1
SCHMIDT,B,1
SCHMIEDEL,B,1
SCHMITT,A,2
SCHNEIDER,A,3
SCHNEIDER,B,2
SCHOEN,A,2
SCHOEN,B,2
SCHOESSOW,B,2
SCHOOF,B,1
SCHORTINGHOUSE,A,3
SCHORTINGHOUSE,B,2
SCHRECK,A,1
SCHREIBER,A,1
SCHUCHARDT,A,1
SCHUCHARDT,B,1
SCHUCHART,A,1
SCHUCHART,B,1
SCHULCZ,A,2
SCHULCZ,B,2
SCHULER,A,2
SCHULTZ,A,4
SCHULTZ,B,3
SCHULTZ-DAVIS,A,1
SCHULTZ-DAVIS,B,1
SCHULZ,A,1
SCHULZ,B,1
SCHULZE,A,1
SCHUMACHER,A,1
SCHWARTZ,A,1
SCHWARTZ,B,2
SCHWOCK,A,4
SCHWOCK,B,5
SCOGGINS,B,1
SCOTT,A,33
SCOTT,B,22
SCRIBNER,A,1
SCRUGGS,A,2
SCRUGGS,B,2
SEABERG,A,1
SEABERG,B,1
SEAL,B,1
SEALS,A,1
SEALY,A,2
SEALY,B,2
SEASE,B,2
SEATON,A,3
SEATON,B,5
SEBASTIAN,A,3
SEBASTIAN,B,1
SEDBERRY,A,1
SEDBERRY,B,5
SEE,A,1
SEE,B,1
SEELBACH,A,2
SEELBACH,B,1
SEIBERT,B,1
SEIGEL,A,1
SEIPEL,A,1
SELF,A,2
SELF,B,3
SELLERS,A,3
SELLERS,B,3
SELTZER,A,2
SELTZER,B,2
SEMON,A,3
SEMON,B,3
SENECHAL,A,1
SENECHAL,B,1
SENJAN,A,2
SENJAN,B,2
SENNET,A,1
SENSENEY,A,4
SENSENEY,B,2
SERAFINI,A,1
SERAFINI,B,1
SERAN,A,2
SERAN,B,1
SETZER,A,1
SEXTON,A,1
SEXTON,B,1
SFERLAZZA,B,1
SHACKELFORD,A,2
SHACKELFORD,B,2
SHADE,A,11
SHADE,B,9
SHAH,A,1
SHAH,B,1
SHANNON,A,1
SHANNON,B,1
SHARKEY,A,1
SHARKEY,B,1
SHARON,A,1
SHARP,B,2
SHARPE,A,5
SHARPE,B,5
SHAUGER,A,1
SHAUGER,B,1
SHAW,A,7
SHAW,B,9
SHAWA,B,1
SHEA,B,1
SHEAN,B,1
SHEEHAN,A,3
SHEEHAN,B,3
SHEEHAN-MOORE,A,1
SHEELE,A,1
SHEELE,B,1
SHEEN,A,2
SHEEN,B,2
SHEHAN,A,12
SHEHAN,B,14
SHELBURNE,B,1
SHELDON,A,4
SHELDON,B,4
SHELL,A,3
SHELL,B,3
SHELLOOE,A,1
SHELLOOE,B,1
SHELTON,A,17
SHELTON,B,21
SHEPARD,A,4
SHEPARD,B,5
SHEPERD,A,4
SHEPERD,B,3
SHEPHERD,A,47
SHEPHERD,B,47
SHEPPARD,A,1
SHERMAN,A,2
SHERMAN,B,4
SHERRILL,A,1
SHERRILL,B,1
SHERRY,A,3
SHERRY,B,1
SHIELDS,A,2
SHIELDS,B,2
SHILLING,A,1
SHILLING,B,1
SHINGLETON,A,1
SHINGLETON,B,1
SHIPLEY,A,2
SHIPLEY,B,1
SHIPMAN,A,1
SHIPMAN,B,2
SHIPP,A,1
SHIPP,B,1
SHIRLEY,A,1
SHIVERS,A,3
SHIVERS,B,1
SHOCK,A,1
SHOCK,B,1
SHOCKEY,A,2
SHOCKEY,B,2
SHOE,B,2
SHOOK,A,4
SHOOK,B,6
SHOUSE,A,1
SHOUSE,B,1
SHOWALTER,A,1
SHRADER,A,2
SHRADER,B,2
SHRINER,A,1
SHUFORD,A,36
SHUFORD,B,38
SHULER,A,3
SHULER,B,2
SHULTZ,A,1
SHULTZ,B,1
SHUMAKER,A,2
SHUMAKER,B,2
SHURCLIFF,A,1
SHURCLIFF,B,1
SHURLEY,A,2
SHURTLEFF,A,1
SHURTLEFF,B,1
SIAS,A,1
SIAS,B,1
SIDERS,A,1
SIEFERT,A,2
SIEFERT,B,3
SIERK,A,1
SIERK,B,1
SIGMON,A,3
SIGMON,B,4
SIKORSKY-TODD,A,1
SIKORSKY-TODD,B,1
SILER,B,2
SILVER,A,82
SILVER,B,84
SILVERMAN,A,1
SILVERMAN,B,1
SILVERS,A,166
SILVERS,B,158
SIMES,A,2
SIMES,B,1
SIMMONS,A,37
SIMMONS,B,34
SIMON,B,2
SIMONETTI,A,1
SIMONETTI,B,1
SIMONS,A,1
SIMONS,B,2
SIMPSON,A,7
SIMPSON,B,6
SIMPSON-JONES,B,1
SIMS,A,4
SIMS,B,3
SINCLAIR,A,4
SINCLAIR,B,3
SINCOSKIE,A,1
SINEATH,A,1
SINEATH,B,2
SINGLETON,A,5
SINGLETON,B,5
SINK,A,6
SINK,B,6
SIOUI,A,1
SIOUI,B,1
SIPP,A,1
SISK,A,1
SISK,B,1
SITNICK,A,1
SITNICK,B,1
SKAGGS,A,2
SKAGGS,B,1
SKELLEY-WATTS,A,1
SKELLEY-WATTS,B,1
SKENANDORE,A,2
SKENANDORE,B,2
SKIFF,A,1
SKIFF,B,1
SKILLIN,B,1
SKIMMIEHORN,A,3
SKIMMIEHORN,B,3
SKINNER,A,4
SKINNER,B,4
SKLAR,A,2
SKLAR,B,2
SLAGLE,A,4
SLAGLE,B,6
SLATER,A,4
SLATER,B,4
SLATTERY,A,1
SLATTERY,B,2
SLAYDON,B,1
SLICER,A,1
SLOAN,A,1
SLOAN,B,1
SLUDER,B,1
SMAJSTRLA,A,2
SMAJSTRLA,B,2
SMITH,A,124
SMITH,B,120
SMOAK,A,3
SMOAK,B,4
SMOKER,A,1
SMOKER,B,1
SMOLAK,A,1
SMOLAK,B,1
SNAVELY,B,1
SNELLER,A,4
SNELLER,B,1
SNIPES,B,2
SNOWDEN,A,3
SNYDER,A,6
SNYDER,B,7
SOL,B,2
SOLAR,B,1
SOLEM,A,1
SOLEM,B,1
SOLER,A,3
SOLER,B,3
SOLESBY,A,2
SOLESBY,B,2
SOLOMON,A,1
SOLOMON,B,1
SOMERS,A,1
SOMERS,B,1
SOMERSET,A,3
SOMERSET,B,4
SONDEREGGER,B,1
SONIER,B,4
SOREL,A,1
SOREL,B,1
SOSTACK,A,1
SOUTH,A,3
SOUTH,B,3
SOUTHER,A,9
SOUTHER,B,9
SOUTHERTON,A,1
SOUTHERTON,B,1
SOWA,A,2
SOWA,B,1
SOWERS,B,1
SPACE,B,1
SPARGO,B,2
SPARKMAN,A,1
SPARKMAN,B,1
SPARKS,A,38
SPARKS,B,36
SPARKS WHITSON,B,1
SPARLIN,A,2
SPARLIN,B,2
SPARR,A,1
SPARR,B,1
SPAULDING,B,2
SPECKMANN,A,1
SPECKMANN,B,1
SPEED,A,1
SPEED,B,1
SPEIGHTS,A,1
SPEIGHTS,B,1
SPELL,B,1
SPENCER,A,2
SPENCER,B,2
SPICER,B,1
SPICZYNSKI,A,1
SPICZYNSKI,B,1
SPIRAKIS,A,2
SPIRAKIS,B,2
SPITZER,B,1
SPIVEY,A,3
SPLAIN,A,1
SPONSLER,A,1
SPONSLER,B,1
SPRANK,A,3
SPRANK,B,3
SPRENGLMEYER,B,1
SPRINGER,B,1
SPROUSE,A,4
SPROUSE,B,4
SQUIRES,A,1
SQUIRES,B,1
SRIVASTAVA,A,1
SRIVASTAVA,B,1
ST PIERRE,B,1
ST YVES,A,1
ST YVES,B,1
STAAB,A,5
STAAB,B,4
STABB,A,1
STABB,B,1
STACY,A,1
STAFFORD,A,11
STAFFORD,B,13
STALEY,A,2
STALEY,B,1
STALLINGS,A,4
STALLINGS,B,3
STALNAKER,A,2
STALNAKER,B,1
STAMEY,A,7
STAMEY,B,7
STAMPER,A,2
STAMPER,B,1
STANFILL,A,3
STANFILL,B,3
STANKUS,B,1
STANLEY,A,6
STANLEY,B,2
STANSBERRY,A,11
STANSBERRY,B,10
STANTON,B,1
STANTON-GULLAK,B,1
STAPLETON,B,1
STARK,A,2
STARK,B,3
STARKE,A,1
STARNES,A,1
STARR,A,2
STARR,B,2
STATON,A,2
STATON,B,2
STAUDER,B,1
STEBBEDS,A,2
STEBBEDS,B,2
STEBBINS,B,2
STEDILLIE,B,3
STEDMAN,A,1
STEDMAN,B,1
STEELE,A,1
STEELE,B,1
STEEVER,A,1
STEEVER,B,1
STEFANICK,A,3
STEFANICK,B,3
STEIGERWALD,B,2
STEINBERGER,A,1
STEINEL,B,1
STEINER,A,1
STELLA,A,2
STELLA,B,2
STENSON,A,2
STENSON,B,2
STEPHENS,A,3
STEPHENS,B,4
STERLING,A,1
STERLING,B,1
STETSON,A,2
STETSON,B,2
STETZLER,A,2
STETZLER,B,2
STEUER,A,3
STEUER,B,4
STEVENS,A,16
STEVENS,B,15
STEVENSON,A,7
STEVENSON,B,9
STEWARD,A,2
STEWARD,B,2
STEWART,A,16
STEWART,B,11
STIEFVATER,A,2
STIEFVATER,B,2
STILES,A,13
STILES,B,13
STILL,A,1
STILL,B,1
STILLE,A,1
STILLE,B,2
STILLS,B,1
STILLWELL,A,5
STILLWELL,B,1
STINSON,A,6
STINSON,B,7
STIPEK,A,1
STIPEK,B,1
STITH,A,2
STITH,B,2
STOCKWELL,A,3
STOCKWELL,B,3
STOKES,B,1
STONE,A,6
STONE,B,6
STONER,A,1
STONER,B,2
STONEY,A,1
STORIE,A,3
STORIE,B,3
STORMS,A,2
STORMS,B,2
STORRS,A,3
STORRS,B,3
STOVER,A,2
STOVER,B,2
STOWE,B,1
STPIERRE,B,1
STRAND,A,2
STRAND,B,2
STRAUSS,B,1
STREET,A,14
STREET,B,16
STREICHLER,A,1
STREICHLER,B,1
STRICKLAND,A,9
STRICKLAND,B,8
STRICKLIN,A,1
STRICKLIN,B,1
STRILAEFF,A,1
STROBEL,A,1
STROBEL,B,1
STROUD,A,2
STROUD,B,2
STROUD-LUSK,B,1
STROUP,B,1
STROUPE,A,2
STROUPE,B,2
STUETZEL,B,1
STULTZ,B,1
STUMBAUGH,A,1
STUMBAUGH,B,1
STUMP,A,11
STUMP,B,12
STURGILL,A,1
STURGILL,B,1
STYLES,A,54
STYLES,B,54
STYLES-BOONE,A,1
SUGGS,B,1
SUGIOKA,A,1
SUGIOKA,B,1
SULLINS,A,4
SULLINS,B,4
SULLIVAN,A,3
SULLIVAN,B,5
SUMMERLIN,A,8
SUMMERLIN,B,7
SUNDSTROM ALLEN,A,1
SUNDSTROM ALLEN,B,1
SURBER,A,3
SURBER,B,3
SURFACE,A,1
SURFACE,B,1
SURRATT,B,1
SURRETT,A,3
SURRETT,B,3
SUSA,A,1
SUTHERLAND,A,3
SUTHERLAND,B,3
SUTTERBY,A,1
SUTTERBY,B,1
SUTTLES,A,1
SUTTLES,B,2
SUTTON,A,8
SUTTON,B,12
SWAIM,A,2
SWAIM,B,2
SWAIN,A,1
SWAIN,B,1
SWALINSKI,A,1
SWALINSKI,B,1
SWANCEY,A,1
SWANCEY,B,1
SWANEY,A,1
SWANEY,B,3
SWANN,A,17
SWANN,B,16
SWANSON,A,2
SWANSON,B,2
SWARTZ,A,3
SWARTZ,B,3
SWAYNGIM,A,2
SWAYNGIM,B,2
SWEAT,A,2
SWEAT,B,1
SWEENEY,A,1
SWEENEY,B,1
SWICK,A,2
SWINK,A,1
SWINK,B,1
SWINNEY,B,1
SWORD,A,1
SWORD,B,1
SWORM,A,1
SYKES,A,1
SYKES,B,2
SZYMELEWICZ,A,2
SZYMELEWICZ,B,2
TABOR,A,8
TABOR,B,8
TALLENT,A,5
TALLENT,B,2
TALLEY,A,2
TALLEY,B,2
TAN,B,1
TAPIA,B,1
TARBUSH,A,2
TARBUSH,B,2
TARLTON,B,1
TASIN,B,1
TATA,A,1
TATA,B,1
TATE,B,4
TAUJENIS,A,1
TAYLOR,A,40
TAYLOR,B,40
TEAGUE,A,6
TEAGUE,B,6
TEAL,A,3
TEAL,B,3
TEETS,B,1
TEMPLE,A,2
TEMPLE,B,2
TERRELL,A,5
TERRY,A,4
TERRY,B,1
TESTER,A,2
TESTER,B,1
THACKER,A,10
THACKER,B,9
THARP,A,1
THATCHER,B,1
THEISORIDES,A,1
THEODORDES-GRINESTAF,A,1
THEODORIDES,A,4
THEODORIDES,B,5
THERIAC,A,1
THERIAC,B,1
THERRIEN,A,1
THIELE,A,1
THIELEMANN,B,1
THIELEN,A,1
THIELEN,B,1
THISSE,A,1
THISSE,B,1
THOMAS,A,171
THOMAS,B,134
THOMASON,A,27
THOMASON,B,30
THOME,A,1
THOMPSON,A,29
THOMPSON,B,27
THOMPSON-FERREIRA,B,1
THOMSEN,A,2
THOMSEN,B,2
THORNBURY,A,2
THORNBURY,B,2
THORNETT,A,2
THORNETT,B,1
THORNTON,A,1
THORNTON,B,2
THORNTON-HAMILTON,A,1
THORPE,A,1
THORPE,B,2
THRONEBURG,A,1
THURSTON,A,1
THURSTON,B,2
TIBBETTS,A,1
TIBBETTS,B,1
TIBBITS,A,3
TIBBITS,B,4
TIDWELL,A,2
TIDWELL,B,2
TIGHE,A,1
TIGHE,B,1
TILLEY,A,1
TILLEY,B,1
TILLOTSON,A,1
TILLOTSON,B,1
TILSON,A,2
TILSON,B,1
TIMBERLAKE,B,1
TINGLEY,A,1
TINGLEY,B,1
TINNEY,A,1
TINNEY,B,1
TIPTON,A,124
TIPTON,B,122
TIPTON-FOX,A,1
TIPTON-FOX,B,1
TIRRILL,A,1
TIRRILL,B,1
TODD,A,8
TODD,B,6
TOIA,B,1
TOLAR,A,1
TOLAR,B,1
TOLBERT,A,2
TOLBERT,B,2
TOLLEY,A,3
TOLLEY,B,2
TOMANY,A,1
TOMANY,B,1
TOMBERLIN,A,13
TOMBERLIN,B,14
TOMCHO,A,2
TOMCHO,B,2
TOMERLIN,B,1
TOMPKINS,A,1
TOMPKINS,B,1
TOOMEY,A,2
TOOMEY,B,2
TORBETT,B,1
TORO,A,2
TORO,B,2
TORRES,A,1
TORRES,B,1
TOWE,A,9
TOWE,B,8
TOWERY,A,2
